Id|ExportNaarOrafin|Naam|VerantwoordelijkeAutoriteitCode|status uit ipdc
DVR000001359|True|Enveloppe Decreet Vernieuwd Vlaams jeugd en kinderrechtenbeleid Vlaamse instellingen jeugdbeleid|OVO000067|actief
DVR000001360|True|Erkenning Cultureel-erfgoeddecreet (nieuw CED) Kwaliteitslabel|OVO000067|actief
DVR000001361|True|Erkenning cultuureducatieve verenigingen|OVO000067|actief
DVR000001362|True|Erkenning Landelijk georganiseerde jeugdverenigingen|OVO000067|actief
DVR000001363|True|Erkenning politieke jongerenbewegingen|OVO000067|actief
DVR000001364|True|Erkenning verenigingen informatie en participatie|OVO000067|actief
DVR000001365|True|Eurimages|OVO000067|actief
DVR000001366|True|Experimentele projecten|OVO000067|actief
DVR000001367|True|Expertisecentrum voor Islamitische culturen in Vlaanderen|OVO000067|actief
DVR000001368|True|Facultatieve subsidie Europees Muziekfestival voor de Jeugd|OVO000067|actief
DVR000001369|True|Facultatieve subsidie EUYO|OVO000067|actief
DVR000001370|True|FARO|OVO000067|actief
DVR000001371|True|FoCI investeringssubsidies voor culturele infrastructuur met bovenlokaal belang|OVO000163|actief
DVR000001372|True|Gemeentelijk cultuurbeleid - Faciliteitengemeenten in de Vlaamse Rand|OVO000067|actief
DVR000001373|True|Gesco's cultureel erfgoed|OVO000067|actief
DVR000001374|True|Innovatieve partnerprojecten|OVO000067|actief
DVR000001375|True|Intergemeentelijke samenwerking Lokaal cultuurbeleid|OVO000067|actief
DVR000001376|True|internationaal cultuurbeleid (projecten)|OVO000067|actief
DVR000001377|True|Internationale en interregionale jeugdsamenwerking|OVO000067|actief
DVR000001378|True|Internationale Jeugdsamenwerking Zuid-Afrika|OVO000067|actief
DVR000001379|True|Jeugdverenigingen met een bijzondere opdracht|OVO000067|actief
DVR000001380|True|KD2 spreiding kunstwerken jaardossier|OVO000067|actief
DVR000001381|True|Kenniscentrum MediaWijsheid|OVO000067|actief
DVR000001382|True|Kunstendecreet : doorbraaktraject kunstenaar|OVO000067|actief
DVR000001383|True|Kunstendecreet : doorbraaktraject kunstenaar - experimentele projectoproep|OVO000067|actief
DVR000001384|True|Kunstendecreet : doorbraaktraject organisatie|OVO000067|actief
DVR000001385|True|Kunstendecreet : JAARDOSSIER|OVO000067|actief
DVR000001386|True|Kunstendecreet : Jaardossier Kunstinstelling|OVO000067|actief
DVR000001387|True|Kunstendecreet : Jaardossier Kunstloket|OVO000067|actief
DVR000001388|True|Kunstendecreet : Jaardossier Steunpunt|OVO000067|actief
DVR000001389|True|Kunstendecreet : Jaardossier VAI|OVO000067|actief
DVR000001390|True|Kunstendecreet : kortlopende beurs|OVO000067|actief
DVR000001391|True|Kunstendecreet : kunstenaarstoelage|OVO000067|actief
DVR000001392|True|Kunstendecreet : Kunstendecreetcofinanciering kunstproject|OVO000067|actief
DVR000001393|True|Kunstendecreet : meerjarige beurs|OVO000067|actief
DVR000001394|True|Kunstendecreet : partnerproject|OVO000067|actief
DVR000001395|True|Kunstendecreet : projectsubsidie kunstenaar|OVO000067|actief
DVR000001396|True|Kunstendecreet : projectsubsidie netwerkevenement|OVO000067|actief
DVR000001397|True|Kunstendecreet : projectsubsidie netwerkorganisatie|OVO000067|actief
DVR000001398|True|Kunstendecreet : projectsubsidie organisatie|OVO000067|actief
DVR000001399|True|Kunstendecreet : residentietoelage|OVO000067|actief
DVR000001400|True|Kunstendecreet : tussenkomst buitenlands publiek presentatiemoment kunstenaar|OVO000067|actief
DVR000001401|True|Kunstendecreet : tussenkomst buitenlands publiek presentatiemoment organisatie|OVO000067|actief
DVR000001402|True|Kunstendecreet : werkingssubsidie Kunstenloket|OVO000067|actief
DVR000001403|True|Kunstendecreet : werkingssubsidie kunstinstelling|OVO000067|actief
DVR000001404|True|Kunstendecreet : werkingssubsidie organisatie|OVO000067|actief
DVR000001405|True|Kunstendecreet : werkingssubsidie spreiding van kunstwerken|OVO000067|actief
DVR000001406|True|Kunstendecreet : werkingssubsidie steunpunt|OVO000067|actief
DVR000001407|True|Kunstendecreet : werkingssubsidie Vai|OVO000067|actief
DVR000001408|True|Kunstenloket/Cultuurloket|OVO000067|actief
DVR000001409|True|Lokaal Jeugdbeleid|OVO000067|actief
DVR000001410|True|Media-initiatieven in het binnenland (o.a. oproep innoverende journalistieke projecten)|OVO000067|actief
DVR000001411|True|MMMechelen feest vzw|OVO000067|actief
DVR000001412|True|Nationale commissie voor de rechten van het kind|OVO000067|actief
DVR000001413|True|Nieuwe disciplines (Amateurkunsten)|OVO000067|actief
DVR000001414|True|Nominatum BVN (het beste van Vlaanderen en Nederland)|OVO000067|actief
DVR000001415|True|Nominatum mediaacademie|OVO000067|actief
DVR000001416|True|Nominatum nieuws in de klas|OVO000067|actief
DVR000001417|True|Openbare bibliotheek - Faciliteitengemeenten in de Vlaamse Rand|OVO000067|actief
DVR000001418|True|Opleidingssteun ter bevordering van een divers en kwaliteitsvol aanbod in een duurzaam en pluriform Vlaams Medialandschap|OVO000067|actief
DVR000001419|True|Oproepen vernieuwend onderzoek Jeugd - Ad hoc|OVO000067|actief
DVR000001420|True|Overgangsmaatregelen transitie provincies 2018-2019|OVO000067|actief
DVR000001421|True|Personeelssubsidie Decreet Jeugdverblijfcentra Jeugdverblijfcentra, Hostels, ondersteuningsstructuren en de vzw ADJ Centra met personeel -en werkingsubsidie|OVO000067|actief
DVR000001422|True|Project- en werkingssubsidie Begrotingsdecreet 0-gereglementeerde subsidies (nominatim/met overeenkomst)|OVO000067|actief
DVR000001423|True|Projectoproep Europees Erfgoedjaar|OVO000067|actief
DVR000001424|True|Projectoproep ikv de preventie van radicalisering|OVO000067|actief
DVR000001425|True|Projectoproep vernieuwende projecten Jeugd|OVO000067|actief
DVR000001426|True|Projectoproepen Jeugd - Ad hoc|OVO000067|actief
DVR000001427|True|Projectsubsidie Amateurkunstendecreet Amateurkunstprojecten Binnenland|OVO000067|actief
DVR000001428|True|Projectsubsidie Amateurkunstendecreet Amateurkunstprojecten Buitenland|OVO000067|actief
DVR000001429|True|Projectsubsidie Begrotingsdecreet Ondersteuning innoverende journalistieke projecten|OVO000067|actief
DVR000001430|True|Projectsubsidie Begrotingsdecreet Ondersteuning media-iniatieven Ad-hoc subsidies (0-gereglementeerd)|OVO000067|actief
DVR000001431|True|Projectsubsidie Circusdecreet Creatie van circuskunstproducties|OVO000067|actief
DVR000001432|True|Projectsubsidie Circusdecreet Ondersteuning en promotie circuskunsten Promotie van circuskunsten|OVO000067|actief
DVR000001433|True|Projectsubsidie Circusdecreet Spreiding van circuskunstproducties Eénjarige festivals|OVO000067|actief
DVR000001434|True|Projectsubsidie Circusdecreet Spreiding van circuskunstproducties Internationale spreiding van Vlaamse circusproductie|OVO000067|actief
DVR000001435|True|Projectsubsidie Circusdecreet Spreiding van circuskunstproducties Meerjarige festivals|OVO000067|actief
DVR000001436|True|Projectsubsidie Circusdecreet Spreiding van circuskunstproducties Nomadische tournees in Vlaanderen|OVO000067|actief
DVR000001437|True|Projectsubsidie Cultureel-erfgoeddecreet (nieuw CED) internationale tussenkomsten|OVO000067|actief
DVR000001438|True|Projectsubsidie Cultureel-erfgoeddecreet (nieuw CED) projecten|OVO000067|actief
DVR000001439|True|Projectsubsidie Decreet Vernieuwd Vlaams jeugd en kinderrechtenbeleid projecten verenigingen|OVO000067|actief
DVR000001440|True|Projectsubsidie Decreet Vlaamse Gebarentaal Projecten Vlaamse Gebarentaal|OVO000067|actief
DVR000001441|True|Projectsubsidie erkende verenigingen Jeugd|OVO000067|actief
DVR000001442|True|Projectsubsidie Experimentele projecten Jeugd|OVO000067|actief
DVR000001443|True|Projectsubsidie Participatiedecreet Aanbod kansengroepen gemeenschapscentra|OVO000067|actief
DVR000001444|True|Projectsubsidie Participatiedecreet Projecten Lotto-middelen (incl. algemeen cultureel belang)|OVO000067|actief
DVR000001445|True|Projectsubsidie Participatiedecreet Projecten ter bevordering van de participatie van kansengroepen in cultuur, jeugdwerk of sport|OVO000067|actief
DVR000001446|True|Projectsubsidie Reglement waarderen collecties projecten collectiewaardering|OVO000067|actief
DVR000001447|True|Subsidies ad nominatim aan infrastructuurprojecten|OVO000163|actief
DVR000001448|True|Projectsubsidie voor internationale cultureel erfgoedprojecten|OVO000067|actief
DVR000001449|True|Projectsubsidie voor ontwikkelingsgerichte cultureel erfgoedprojecten|OVO000067|actief
DVR000001450|True|Projectsubsidie - Begrotingsdecreet Ondernemingsrugzakjes|OVO000067|actief
DVR000001451|True|Projectsubsidies aan sociaal-culturele volwassenenorganisaties|OVO000067|actief
DVR000001452|True|Projectsubsidies ondernemerschap en artistieke expressie jeugdhuizen|OVO000067|actief
DVR000001453|True|Projectsubsidies pilootprojecten waarderen van cultureel erfgoed|OVO000067|actief
DVR000001454|True|Projectsubsidies voor bovenlokale cultuurprojecten|OVO000067|actief
DVR000001455|True|Projectsubsidies voor cultureelerfgoedwerking op landelijk en internationaal niveau|OVO000067|actief
DVR000001456|True|Projectsubsidies voor internationale cultureel erfgoedprojecten die cofinanciering vereisen|OVO000067|actief
DVR000001457|True|Projectsubsidies voor internationale projecten die cofinanciering vereisen|OVO000067|actief
DVR000001458|True|Reglement Immateriaal Cultureel Erfgoed|OVO000067|actief
DVR000001459|True|Spreiding van kunstwerken|OVO000067|actief
DVR000001460|True|Subsidie Participatiedecreet - Eénjarige projecten - Cultuur, jeugd, sport|OVO000067|actief
DVR000001461|True|Subsidie Participatiedecreet - Meerjarige projecten - Cultuur, jeugd, sport|OVO000067|actief
DVR000001462|True|Subsidiëring cultuureducatieve verenigingen|OVO000067|actief
DVR000001463|True|Subsidiëring Ijzertorenmemoriaal (Diksmuide)|OVO000067|actief
DVR000001464|True|Subsidiëring Landelijk georganiseerde jeugdverenigingen|OVO000067|actief
DVR000001465|True|Subsidiëring verenigingen informatie en participatieJeugd|OVO000067|actief
DVR000001466|True|Subsidies aan sociaal-culturele volwassenenorganisaties met een werking binnen specifieke regio’s|OVO000067|actief
DVR000001467|True|Subsidies brusselse podia (soort subsidie is afhankelijk van het podium)|OVO000067|actief
DVR000001468|True|Subsidies projecten mediawijsheid|OVO000067|actief
DVR000001469|True|Subsidies regionale omroepen|OVO000067|actief
DVR000001470|True|Subsidies voor geprofessionaliseerde jeugdhuizen|OVO000067|actief
DVR000001471|True|Subsidies voor geprofessionaliseerde werkingen met kinderen en jongeren met een handicap|OVO000067|actief
DVR000001472|True|Subsidies voor intergemeentelijke samenwerking voor bovenlokaal jeugdwerk|OVO000067|actief
DVR000001473|True|Subsidies voor jeugdwerk met maatschappelijk kwetsbare kinderen en jongeren|OVO000067|actief
DVR000001474|True|Subsidies voor niet periodieke publicaties (Cultureel erfgoed) (projectsubsidie)|OVO000067|actief
DVR000001475|True|Subsidies voor sociaal-culturele volwassenenorganisaties met een werking in het Nederlandse taalgebied en het tweetalige gebied Brussel-Hoofdstad|OVO000067|actief
DVR000001476|True|Subsidies voor sociaal-culturele volwassenenorganisaties met een werking in het Nederlandse taalgebied.|OVO000067|actief
DVR000001477|True|Subsidies voor vrijwilligerswerking met kinderen en jongeren met een handicap|OVO000067|actief
DVR000001478|True|Taalstimulering jeugdwerk|OVO000067|actief
DVR000001479|True|TaxShelter Podiumkunsten|OVO000067|actief
DVR000001480|True|TaxShelter Podiumkunsten - tweede Certificaat|OVO000067|actief
DVR000001481|True|Tewerkstelling DAC cultureel erfgoed|OVO000067|actief
DVR000001482|True|Tewerkstelling DAC Lokaal cultuurbeleid|OVO000067|actief
DVR000001483|True|Tewerkstelling DAC Lokaal en Vlaams jeugdbeleid|OVO000067|actief
DVR000001484|True|Tewerkstelling DAC Normalisering SCW|OVO000067|actief
DVR000001485|True|Tewerkstelling DAC Sociaal-cultureel volwassenenwerk|OVO000067|actief
DVR000001486|True|Tewerkstelling Decreet Vlaams Intersectorale Akkoorden Kunsten|OVO000067|actief
DVR000001487|True|Tewerkstelling Decreet Vlaams Intersectorale Akkoorden Sociaal-cultureel werk|OVO000067|actief
DVR000001488|True|Tewerkstelling en werking DAC jeugdhuizen subsidiëren jeugdhuizen voor de uitvoering van een bovenlokaal project|OVO000067|actief
DVR000001489|True|Tewerkstelling Gesco-regularisatie Decretaal gesubsidieerde organisaties|OVO000067|actief
DVR000001490|True|Tewerkstelling Gesco-regularisatie Los gesubsidieerde organisaties|OVO000067|actief
DVR000001491|True|Transitiereglement voor de subsidiëring van culturele projecten met een regionale uitstraling 2018-2019|OVO000067|actief
DVR000001492|True|Tussenkomsten voor internationale reis en verblijfskosten van cultureel erfgoedorganisaties = Subsidies competentieontwikkeling in een internationaal CE perspectief (reglement)|OVO000067|actief
DVR000001493|True|Tussenkomsten voor internationale uitwisseling nieuwe CE - decreet|OVO000067|actief
DVR000001494|True|Vlaamse bijdrage aan Europees Audiovisueel Observatorium|OVO000067|actief
DVR000001495|True|Vlaamse Erfgoedbibliotheek|OVO000067|actief
DVR000001496|True|Vlaamse vereniging van beroepsjournalisten|OVO000067|actief
DVR000001497|True|Vrijetijdspas|OVO000067|actief
DVR000001498|True|Werkingssubsidie Amateurkunstendecreet Landelijke amateurkunstenorganisaties|OVO000067|actief
DVR000001499|True|Werkingssubsidie Amateurkunstendecreet Steunpunten|OVO000067|actief
DVR000001500|True|Werkingssubsidie Begrotingsdecreet dotaties|OVO000067|actief
DVR000001501|True|Werkingssubsidie Begrotingsdecreet Nominatim|OVO000067|actief
DVR000001502|True|Werkingssubsidie Circusdecreet Ondersteuning en promotie circuskunsten Ondersteuning circuscentrum|OVO000067|actief
DVR000001503|True|Werkingssubsidie Cultureel-erfgoeddecreet - collectiebeherende functies|OVO000067|actief
DVR000001504|True|Werkingssubsidie Cultureel-erfgoeddecreet - landelijke dienstverlenende rollen|OVO000067|actief
DVR000001505|True|Werkingssubsidie Cultureel-erfgoeddecreet - regionale dienstverlenende rollen|OVO000067|actief
DVR000001506|True|Werkingssubsidie Cultureel-erfgoeddecreet - steunpunt|OVO000067|actief
DVR000001507|True|Werkingssubsidie Decreet Vlaamse Gebarentaal Centrum Vlaamse Gebarentaal|OVO000067|actief
DVR000001508|True|Werkingssubsidie en Personeelssubsidie Decreet Jeugdverblijfcentra Jeugdverblijfcentra en Hostels|OVO000067|actief
DVR000001509|True|Werkingssubsidie KANTL|OVO000067|actief
DVR000001510|True|Werkingssubsidie lokaal cultureel erfgoedbeleid voor intergemeentelijke samenwerkingsverbanden|OVO000067|actief
DVR000001511|True|Werkingssubsidie Lokaal Cultuurbeleid Bibliotheekwerking Brusselse gemeenten Openbare bibliotheek|OVO000067|actief
DVR000001512|True|Werkingssubsidie Lokaal Cultuurbeleid Convenant VGC|OVO000067|actief
DVR000001513|True|Werkingssubsidie Lokaal Cultuurbeleid Cultuurbeleidsplanning Brusselse gemeenten|OVO000067|actief
DVR000001514|True|Werkingssubsidie Lokaal Cultuurbeleid Intergemeentelijke samenwerking cultuuraanbod en communicatie|OVO000067|actief
DVR000001515|True|Werkingssubsidie Lokaal Cultuurbeleid Ondersteuning organisaties met specifieke opdracht|OVO000067|actief
DVR000001516|True|Werkingssubsidie Participatiedecreet Bibliotheekwerking voor gedetineerden|OVO000067|actief
DVR000001517|True|Werkingssubsidie Participatiedecreet Hobbyverenigingen|OVO000067|actief
DVR000001518|True|Werkingssubsidie Participatiedecreet Laagdrempelige educatie voor kansengroepen|OVO000067|actief
DVR000001519|True|Werkingssubsidie Participatiedecreet Lokale netwerken voor de bevordering van de vrijetijdsparticipatie van personen in armoede|OVO000067|actief
DVR000001520|True|Werkingssubsidie Participatiedecreet Participatie-instellingen (Demos en publiq)|OVO000067|actief
DVR000001521|True|Werkingssubsidie Participatiedecreet Participatie-instellingen (Rode Antraciet)|OVO000067|actief
DVR000001522|True|Werkingssubsidie Participatiedecreet Verenigingen met een specifieke opdracht|OVO000067|actief
DVR000001523|True|Werkingssubsidie Sociaal-Cultureel Volwassenenwerk Belangenbehartiging|OVO000067|actief
DVR000001524|True|Werkingssubsidie Sociaal-Cultureel Volwassenenwerk Bewegingen|OVO000067|actief
DVR000001525|True|Werkingssubsidie Sociaal-Cultureel Volwassenenwerk Steunpunt|OVO000067|actief
DVR000001526|True|Werkingssubsidie Sociaal-Cultureel Volwassenenwerk Verenigingen Landelijke verenigingen|OVO000067|actief
DVR000001527|True|Werkingssubsidie Sociaal-Cultureel Volwassenenwerk Verenigingen Startsubsidies|OVO000067|actief
DVR000001528|True|Werkingssubsidie Sociaal-Cultureel Volwassenenwerk Vormingsinstellingen Federatie van vormingsdiensten voor personen met een handicap|OVO000067|actief
DVR000001529|True|Werkingssubsidie Sociaal-Cultureel Volwassenenwerk Vormingsinstellingen Gespecialiseerde vormingsinstellingen|OVO000067|actief
DVR000001530|True|Werkingssubsidie Sociaal-Cultureel Volwassenenwerk Vormingsinstellingen Syndicale vormingsinstellingen|OVO000067|actief
DVR000001531|True|Werkingssubsidie Sociaal-Cultureel Volwassenenwerk Vormingsinstellingen Volkshogescholen|OVO000067|actief
DVR000001532|True|Werkingssubsidie Sociaal-Cultureel Volwassenenwerk Vormingsinstellingen Vormingsinstellingen voor personen met een handicap|OVO000067|actief
DVR000001533|True|Werkingssubsidie voor besturen voor dienstverlenende rollen op regionaal niveau|OVO000067|actief
DVR000001534|True|Werkingssubsidie voor de internationale profilering van kunstcollecties|OVO000067|actief
DVR000001535|True|Werkingssubsidie voor de uitgave van een periodieke cultureel erfgoedpublicatie|OVO000067|actief
DVR000001536|True|Werkingssubsidie voor de uitvoering van een cultureel erfgoedbeleid door de Vlaamse Gemeenschapscommissie|OVO000067|actief
DVR000001537|True|Werkingssubsidie voor een cultureelerfgoedorganisatie die de cultureelerfgoedwerking opneemt voor het immaterieel cultureel erfgoed|OVO000067|actief
DVR000001538|True|Werkingssubsidie voor een erkend museum|OVO000067|actief
DVR000001539|True|Werkingssubsidie voor een erkende culturele archiefinstelling|OVO000067|actief
DVR000001540|True|Werkingssubsidie voor het lokale cultureel erfgoedbeleid van Antwerpen Gent Brugge Leuven en Mechelen|OVO000067|actief
DVR000001541|True|Werkingssubsidie voor het regionaal cultureel erfgoedbeleid|OVO000067|actief
DVR000001542|True|Werkingssubsidie voor landelijke expertisecentra voor cultureel erfgoed|OVO000067|actief
DVR000001543|True|Werkingssubsidie voor landelijke organisaties voor volkscultuur|OVO000067|actief
DVR000001544|True|Werkingssubsidie voor ondertiteling Mediadecreet Art 151 toegankelijkheid|OVO000067|actief
DVR000001545|True|Werkingssubsidies sociaal-culturele volwassenenorganisaties met een werking binnen specifieke regio’s|OVO000067|actief
DVR000001546|True|Werkingssubsidies voor cultureelerfgoedinstellingen|OVO000067|actief
DVR000001547|True|Werkingssubsidies voor de functies op landelijk en regionaal niveau|OVO000067|actief
DVR000001548|True|Werkingssubsidies voor een ondersteunende organisatie.|OVO000067|actief
DVR000001549|True|Werkingssubsidies voor intergemeentelijke samenwerkingsverbanden|OVO000067|actief
DVR000001550|True|Werkingssubsidies voor sociaal-culturele volwassenenorganisaties|OVO000067|actief
DVR000001554|True|Premie buitensporige opgravingskosten|OVO000104|actief
DVR000001557|True|Subsidie aan jongeren gemeenschapsinstellingen|OVO000065|actief
DVR000001558|True|G-sport clubs|OVO000070|actief
DVR000001575|True|Subsidies verplaatsing leidingen|OVO000190|actief
DVR000001576|True|Subsidies in kader van het decreet mobiliteitsbeleid – Fietsfonds|OVO000190|actief
DVR000001579|True|Subsidie aan multidisciplinaire teams Jeugdhulp|OVO000065|actief
DVR000001581|True|Subsidies Vlaanderen maakt deel uit van een slagkrachtige EU|OVO000032|actief
DVR000001582|True|Subsidies Vlaanderen heeft goede relaties met buitenlandse overheden|OVO000032|actief
DVR000001583|True|Subsidies Vlaanderen is gericht aanwezig in multilaterale organisaties|OVO000032|actief
DVR000001584|True|Subsidies Vlaanderen is gekend als sterke en innovatieve economie|OVO000032|actief
DVR000001585|True|Subsidies Vlaanderen is erkend als logistieke toegangspoort tot Europa|OVO000032|actief
DVR000001586|True|Subsidies Vlaanderen staat te boek als een top toeristische bestemming|OVO000032|actief
DVR000001587|True|Subsidies Vlaanderen is synoniem voor state of the art|OVO000032|actief
DVR000001588|True|Subsidies Vlaanderen geldt als place to be voor onderwijs en wetenschap|OVO000032|actief
DVR000001589|True|Subsidies Expats in binnen- en buitenland zijn geïnspireerd door Vlaanderen|OVO000032|actief
DVR000001590|True|Subsidies Vlaanderen is wereldwijd nog prominenter gepositioneerd als sterke en innovatieve economie|OVO000032|actief
DVR000001591|True|Subsidies Internationalisering staat nog meer centraal in de groeistrategie van bedrijven en clusters|OVO000032|actief
DVR000001592|True|Subsidies Een meer gerichte internationalisering versterkt het economisch weefsel in Vlaanderen|OVO000032|actief
DVR000001593|True|Subsidies Een vrijere en eerlijkere internationale handel is gunstig voor de Vlaamse economie|OVO000032|actief
DVR000001594|True|Subsidies De internationale bereikbaarheid van de Vlaanderen verzekert de concurrentiepositie van de Vlaamse economie|OVO000032|actief
DVR000001595|True|Subsidies De Vlaamse samenwerking blijft concentreerd op de partnerlanden in Zuidelijk Afrika|OVO000032|actief
DVR000001596|True|Subsidies We spelen permanent in op belangrijke trends en evoluties in Zuidelijk Afrika|OVO000032|actief
DVR000001597|True|Subsidies Vlaanderen leeft internationale verbintenissen inzake internationale klimaatbijstand na|OVO000032|actief
DVR000001598|True|Subsidies Vlaanderen schakelt zich in de internationale armoede agenda in|OVO000032|actief
DVR000001599|True|Subsidies Vlaanderen streeft naar een betere naleving van de rechten van de mens wereldwijd|OVO000032|actief
DVR000001600|True|Subsidies De herdenking van de Eerste Wereldoorlog versterkt de vredesgedachte|OVO000032|actief
DVR000001601|True|Subsidies Vlaanderen draagt zijn expertise uit inzake trauma en transformatie|OVO000032|actief
DVR000001602|True|Subsidies Good governance is een rode draad door de Vlaamse ontwikkelingssamenwerking|OVO000032|actief
DVR000001603|True|Subsidies Bedrijven ondernemen duurzaam en 'maatschappelijk verantwoord' in het buitenland|OVO000032|actief
DVR000001604|True|Subsidies Er is respect voor arbeids- en milieunormen|OVO000032|actief
DVR000001605|True|Subsidies Vlaanderen voert een verantwoord(elijk) vergunningsbeleid voor handel en strategische goederen|OVO000032|actief
DVR000001608|True|Binnenland - Facultatieve subsidie Beleid Binnenland|OVO001835|actief
DVR000001609|True|Gesubs Infra - Investeringssubsidie crematoria|OVO001835|actief
DVR000001610|True|Gesubs Infra - Investeringssubsidie gebouwen erediensten en niet confessionele dienstverlening|OVO001835|actief
DVR000001611|True|Binnenland - Werkingssubsidie Beleid Binnenland|OVO001835|actief
DVR000001614|True|GK - Projectsubsidie Gelijke kansen|OVO001835|actief
DVR000001615|True|I&I - Projectsubsidie integratie- en inburgeringsbeleid|OVO001835|actief
DVR000001616|True|GK - Werkingssubsidie Gelijke kansen|OVO001835|actief
DVR000001617|True|I&I - Werkingssubsidie Integratie- en inburgeringsbeleid|OVO001835|actief
DVR000001618|True|Stedenbeleid - Facultatieve subsidie i.k.v. stedenbeleid|OVO001835|actief
DVR000001619|True|Stedenbeleid - Projectsubsidie i.k.v. duurzame en creatieve steden|OVO001835|actief
DVR000001620|True|Stedenbeleid - Stadsvernieuwingsprojecten|OVO001835|actief
DVR000001621|True|Stedenbeleid - Werkingssubsidie stedenbeleid|OVO001835|actief
DVR000001622|True|Brussel - Subsidie Projecten voor Brussel (Subsidiegids)|OVO001835|actief
DVR000001623|True|Brussel - Projectsubsidie Brussel (buiten subsidiegids)|OVO001835|actief
DVR000001624|True|Brussel - Investeringssubsidie aan VGC|OVO001835|actief
DVR000001625|True|Brussel - Ad nominatim subsidie Brussel|OVO001835|actief
DVR000001626|True|Vlaamse Rand - Facultatieve subsidie faciliteitengemeenten|OVO001835|actief
DVR000001627|True|Vlaamse Rand - Impulsprojectsubsidie|OVO001835|actief
DVR000001630|True|Ad nominatum subsidie|OVO003323|actief
DVR000001631|True|Doelgerichte subsidies milieu, klimaat en duurzaamheid|OVO000151|actief
DVR000001632|True|ESPON-bijdrage voor intergewestelijke en internationale projecten, cofinanciering voor communautaire initiatieven inzake ruimtelijke ordening|OVO003323|actief
DVR000001633|True|Financiering internationale projecten of initiatieven ter uitvoering van internationale engagementen gerelateerd aan het milieu- en natuurbeleid, duurzame ontwikkeling en ontwikkelingssamenwerking (o.a. water, klimaat, biodiversiteit)|OVO000151|actief
DVR000001634|True|Klimaatprijs|OVO000151|actief
DVR000001635|True|Subsidie apparatuur geluidsmeting (handhaving)|OVO003323|actief
DVR000001636|True|Subsidie apparatuur geluidsmeting (meting en registratie)|OVO003323|actief
DVR000001637|True|Subsidie bevordering dierenwelzijn|OVO003323|actief
DVR000001638|True|Subsidie bevordering luchtkwaliteit|OVO000151|actief
DVR000001639|True|Subsidie erosiebestrijdingsmaatregelen en werkingsuitgaven bodembescherming en valorisatie ondergrond (kleinschalige erosiebestrijdingswerken)|OVO003323|actief
DVR000001640|True|Subsidie erosiebestrijdingsmaatregelen en werkingsuitgaven bodembescherming en valorisatie ondergrond (opmaak erosiebestrijdingsplan)|OVO003323|actief
DVR000001641|True|Subsidie erosiebestrijdingsmaatregelen en werkingsuitgaven bodembescherming en valorisatie ondergrond (werking erosiecoördinator)|OVO003323|actief
DVR000001642|True|Subsidie ondersteuning in het kader van algemeen belang bij invulling van bovengemeentelijke saneringsverplichting|OVO000151|actief
DVR000001643|True|Subsidie ondersteuning organisaties doorwerken ruimtelijk beleid|OVO003323|actief
DVR000001644|True|Subsidie opmaak vergunningenregister en plannenregister|OVO003323|actief
DVR000001645|True|Subsidie vergoeding planschade (Rubiconfonds)|OVO003323|actief
DVR000001646|True|Subsidie voor opmaak en actualisatie register onbebouwde percelen|OVO003323|actief
DVR000001647|True|Subsidie voor Steunpunt Milieu en Gezondheid|OVO003323|actief
DVR000001648|True|Subsidie voor Vlaamse Geotheek, Databank Ondergrond Vlaanderen|OVO003323|actief
DVR000001649|True|Subsidies bestuurskracht ruimtelijke projecten|OVO003323|actief
DVR000001650|True|Subsidies bijdragen aan multilaterale milieu- en natuurverdragen en samenwerkingsakkoorden (milieu)|OVO003323|actief
DVR000001651|True|Subsidies bijdragen multilaterale energieverdragen en samenwerkingsakkoorden (energie)|OVO003323|actief
DVR000001652|True|Subsidies DAC-statuut|OVO003323|actief
DVR000001653|True|Subsidies digitale omgevingsvergunningenloket|OVO003323|actief
DVR000001654|True|Subsidies erkende milieu- en natuurverenigingen|OVO000151|actief
DVR000001655|True|Subsidies leegstaande bedrijfsruimten (vernieuwingsfonds)|OVO003323|actief
DVR000001656|True|Subsidies leegstaande bedrijfsruimten (verwerving en sanering - variabel krediet)|OVO003323|actief
DVR000001657|True|Subsidies projecten in het kader van maatregelenpakket Clean Power for Transport (CPT)|OVO003323|actief
DVR000001658|True|Subsidies projecten Klimaatfonds|OVO003323|actief
DVR000001659|True|Subsidies projecten realisatie van laad- en tankinfrastructuur (BENEFIC)|OVO003323|actief
DVR000001660|True|Subsidies Samenwerkingsovereenkomst - Gemeenten|OVO000151|actief
DVR000001661|True|Subsidies Samenwerkingsovereenkomst - Provincies|OVO000151|actief
DVR000001662|True|Subsidies uitvoering natuur- en milieutaken door doelgroepwerknemers|OVO000151|actief
DVR000001663|True|Subsidies VIA-akkoorden - eindejaarspremie|OVO003323|actief
DVR000001664|True|Subsidies VIA-akkoorden - uitbreidingstewerkstelling|OVO003323|actief
DVR000001665|True|Subsidies voor projecten in uitvoering van Vlaams strategisch belang (coördinatie)|OVO003323|actief
DVR000001666|True|Subsidies voor projecten in uitvoering van Vlaams strategisch belang (verwerving)|OVO003323|actief
DVR000001667|True|Subsidies voor ruimtelijke impulsprojecten|OVO003323|actief
DVR000001668|True|Subsidies voor uitvoering van landinrichtingsplannen (uitdovend)|OVO000151|actief
