Id|ExportNaarOrafin|Naam|VerantwoordelijkeAutoriteitCode|status uit ipdc
DVR000001671|True|Erkenning en subsidiëring inloopteams|OVO000061|actief
DVR000001672|True|Erkenning en subsidiëring consultatiebureaus|OVO000061|actief
DVR000001673|True|Subsidies voor leveringen aan voorzieningen preventieve zorg en voor huisbezoeken|OVO000061|actief
DVR000001674|True|Subsidies aan ziekenhuizen met kraamkliniek voor infovergadering kind op komst|OVO000061|actief
DVR000001675|True|Subsidies aan prenatale steunpunten|OVO000061|actief
DVR000001676|True|Erkenning en subsidiëring expertisecentra kraamzorg|OVO000061|actief
DVR000001677|True|Erkenning en subsidiëring huizen van het kind|OVO000061|actief
DVR000001678|True|Subsidie/toelage vormingsinitiatieven kinderopvang|OVO000061|actief
DVR000001679|True|Projectsubsidies kinderopvang|OVO000061|actief
DVR000001680|True|Subsidie voor de gemandateerde voorzieningen ikv kinderopvang|OVO000061|actief
DVR000001681|True|Subsidie kinderopvang - basissubsidie gezinsopvang|OVO000061|actief
DVR000001682|True|Subsidie kinderopvang - basissubsidie groepsopvang|OVO000061|actief
DVR000001683|True|Subsidie kinderopvang - subsidie voor inkomenstarief gezinsopvang|OVO000061|actief
DVR000001684|True|Subsidie kinderopvang - subsidie voor inkomenstarief groepsopvang|OVO000061|actief
DVR000001685|True|Subsidie kinderopvang - plussubsidie gezinsopvang|OVO000061|actief
DVR000001686|True|Subsidie kinderopvang - plussubsidie groepsopvang|OVO000061|actief
DVR000001687|True|Subsidie voor kinderopvang met flexibele openingstijden gezinsopvang|OVO000061|actief
DVR000001688|True|Subsidie voor kinderopvang met flexibele openingstijden groepsopvang|OVO000061|actief
DVR000001689|True|Subsidie kinderopvang - subsidie voor individuele inclusieve gezinsopvang|OVO000061|actief
DVR000001690|True|Subsidie kinderopvang - subsidie voor individuele inclusieve groepsopvang|OVO000061|actief
DVR000001691|True|Subsidie kinderopvang - subsidie voor structurele inclusieve gezinsopvang|OVO000061|actief
DVR000001692|True|Subsidie kinderopvang - subsidie voor structurele inclusieve groepsopvang|OVO000061|actief
DVR000001693|True|Subsidie kinderopvang - subsidie voor Centrum inclusieve kinderopvang|OVO000061|actief
DVR000001694|True|Subsidie groepsopvang samenwerking|OVO000061|actief
DVR000001695|True|Subsidie voor basisaanbod buitenschoolse opvang|OVO000061|actief
DVR000001696|True|Subsidie voor initiatief buitenschoolse opvang|OVO000061|actief
DVR000001697|True|Subsidie voor inkomenstarief buitenschoolse opvang|OVO000061|actief
DVR000001698|True|Subsidie voor kinderen uit achtergestelde gebieden|OVO000061|actief
DVR000001699|True|Subsidie voor buitenschoolse opvang in een afzonderlijke binnenruimte|OVO000061|actief
DVR000001700|True|Subsidie voor buitenschoolse opvang met flexibele openingstijden|OVO000061|actief
DVR000001701|True|Subsidie voor occasionele buitenschoolse opvang|OVO000061|actief
DVR000001702|True|Subsidie voor individuele inclusieve buitenschoolse opvang|OVO000061|actief
DVR000001703|True|Subsidie voor structurele inclusieve buitenschoolse opvang|OVO000061|actief
DVR000001704|True|Subsidie buitenschoolse opvang - subsidie voor generatiepact|OVO000061|actief
DVR000001705|True|Subsidie voor gemandateerde voorzieningen, coördinatiepunten en flexibele opvangpools|OVO000061|actief
DVR000001706|True|Subsidie voor lokale dienst buurtgerichte buitenschoolse opvang|OVO000061|actief
DVR000001707|True|Subsidie voor projecten vanuit het vroegere FCUD en voor personeelsleden met een gewezen gescostatuut|OVO000061|actief
DVR000001708|True|Subsidie kinderopvang en buitenschoolse opvang ter uitvoering van VIA|OVO000061|actief
DVR000001709|True|Projectsubsidie kinderopvang - ivm werknemersstatuut|OVO000061|actief
DVR000001710|True|Projectsubsidie ivm pedagogische ondersteuning|OVO000061|actief
DVR000001711|True|Erkenning en subsidiëring vertrouwenscentra kinderopvang|OVO000061|actief
DVR000001712|True|Erkenning en subsidiëring centra voor kinderzorg en gezinsondersteuning|OVO000061|actief
DVR000001713|True|Projectsubsidies PGO en adoptie|OVO000061|actief
DVR000001714|True|Projectsubsidies gezinsondersteuning|OVO000061|actief
DVR000001715|True|Erkenning en subsidiëring opvoedingswinkels|OVO000061|actief
DVR000001716|True|Erkenning en subsidiëring groepsgericht aanbod opvoedingsondersteuning|OVO000061|actief
DVR000001717|True|Adoptiepremie|OVO000061|stopgezet
DVR000001718|True|KOALA|OVO000061|actief
DVR000001719|True|Projecten K&G en armoede (vroegere klaverbladen): project|OVO000061|actief
DVR000001720|True|Ambulant aanbod pgo schoolgaande kinderen (De Ruimtevaart)|OVO000061|actief
DVR000001721|True|Erkenning en subsidiëring mobiel aanbod door vrijwilligers|OVO000061|actief
DVR000001722|True|Erkenning en subsidiëring opvoedingslijn|OVO000061|actief
DVR000001723|True|Subsidies voor spel- en ontmoetingsinitiatieven|OVO000061|actief
DVR000001724|True|Steunpunt WVG (de kindcheck)|OVO000061|actief
DVR000001725|True|Mobiel aanbod taal en ontwikkelingsstimulering|OVO000061|actief
DVR000001726|True|Subsidie adoptie - Begeleiding ongepland zwangeren|OVO000061|actief
DVR000001727|True|Subsidie adoptie - Facultatieve subsidie MO|OVO000061|actief
DVR000001728|True|Subsidie adoptie - Forfaitaire subsidie informatiegesprekken|OVO000061|actief
DVR000001729|True|Subsidie adoptie - Basissubsidie BIAD|OVO000061|actief
DVR000001730|True|Subsidie adoptie - Basissubsidie|OVO000061|actief
DVR000001733|True|Prijsuitreikingen van de KAGB aan onderzoekers|OVO000367|actief
DVR000001734|True|Prijsuitreikingen van de KAGB aan onderwijsinstellingen van de institutionele overheid|OVO000367|actief
DVR000001737|True|Tegemoetkoming van de Vlaamse Sociale Bescherming voor niet-medische zorg (tenlasteneming)|OVO000120|actief
DVR000001738|True|Werkingssubsidies aan zorgkassen|OVO000120|actief
DVR000001739|True|Specifieke werkingssubsidie Vlaamse Zorgkas|OVO000120|actief
DVR000001740|True|Vergoeding voor indicatiestellers zorgkassen|OVO000120|actief
DVR000001741|True|Basisondersteuningsbudget zorgkassen|OVO000120|actief
DVR000001742|True|Subsidie tenlastenemingen aan zorgkassen|OVO000120|actief
DVR000001743|True|Investeringssubsidie aan de zorgkassen|OVO000120|actief
DVR000001744|True|Zorgbudget voor zwaar zorgbehoevenden|OVO000120|actief
DVR000001745|True|Zorgbudget voor ouderen met zorgnood|OVO000120|actief
DVR000001746|True|Zorgbudget voor mensen met een handicap|OVO000120|actief
DVR000001749|True|Facultatieve subsidies ikv eerstelijnsgezondheidszorg|OVO000059|actief
DVR000001750|True|Reglementaire subsidies samenwerkingsinitiatieven eerstelijnsgezondheidszorg (SEL)|OVO000059|actief
DVR000001751|True|Reglementaire subsidies voor erkende palliatieve samenwerkingsverbanden|OVO000059|actief
DVR000001752|True|Reglementaire subsidies voor erkende netwerken palliatieve zorg|OVO000059|actief
DVR000001753|True|Reglementaire subsidie huisartsenkringen (HAK)|OVO000059|actief
DVR000001754|True|financiële ondersteuning huisartsenpraktijken (impulseo)|OVO000059|actief
DVR000001755|True|Reglementaire subsidies voor Geïntegreerde Diensten voor Thuisverzorging|OVO000059|actief
DVR000001756|True|Subsidies voor koepels van ziekenhuizen en geestelijke gezondheidszorg|OVO000059|actief
DVR000001757|True|Subsidies voor proeftuinen GGZ|OVO000059|actief
DVR000001758|True|Subsidies voor centra voor de menselijke erfelijkheid|OVO000059|actief
DVR000001759|True|Subsidies voor voorzieningen in de gezondheidszorg in uitvoering van het sociaal akkoord|OVO000059|actief
DVR000001760|True|Subsidies voor Centra Geestelijke Gezondheidszorg|OVO000059|actief
DVR000001761|True|Subsidie aan Vlaamse Vereniging voor Geestelijke Gezondheid|OVO000059|actief
DVR000001762|True|Subsidie voor associatie beelvorming|OVO000059|actief
DVR000001763|True|Subsidie voor familieplatform geestelijke gezondheid|OVO000059|actief
DVR000001764|True|Subsidie voor overlegplatformen geestelijke gezondheid|OVO000059|actief
DVR000001765|True|Projectsubsidies voor de geestelijke gezondheidszorg (GGZ)|OVO000059|actief
DVR000001766|True|Subsidies op basis van beheersovereenkomsten Preventief gezondheidsbeleid|OVO000059|actief
DVR000001767|True|Subsidies op basis van andere overeenkomsten Preventief gezondheidsbeleid|OVO000059|actief
DVR000001768|True|Gereglementeerde subsidies Preventief gezondheidsbeleid|OVO000059|actief
DVR000001769|True|Facultatieve subsidies Preventief gezondheidsbeleid|OVO000059|actief
DVR000001770|True|Subsidiëring woonzorgcentra en rust- en verzorgingstehuizen.|OVO000059|actief
DVR000001771|True|Subsidiëring dagverzorgingscentra conform art. 51 voor ouderen|OVO000059|actief
DVR000001772|True|Subsidiëring dagverzorgingscentra niet-conform art. 51 voor ouderen|OVO000059|actief
DVR000001773|True|Subsidiëring dagcentra voor palliatieve zorg|OVO000059|actief
DVR000001774|True|Subsidiëring centra voor kortverblijf voor ouderen|OVO000059|actief
DVR000001775|True|Tegemoetkoming voor ex-gesco bij ouderenvoorzieningen|OVO000059|actief
DVR000001776|True|Tegemoetkoming voor ex-dac bij ouderenvoorzieningen|OVO000059|actief
DVR000001777|True|Projectsubsidies ouderenzorg|OVO000059|actief
DVR000001778|True|Subsidies aan netwerken voor de zorg voor dementerende personen en hun omgeving|OVO000059|actief
DVR000001779|True|Subsidiëring serviceflats voor ouderen|OVO000059|actief
DVR000001780|True|Subsidies voor erkende verenigingen van gebruikers en mantelzorgers|OVO000059|actief
DVR000001781|True|Subsidies voor erkende lokale dienstencentra|OVO000059|actief
DVR000001782|True|Subsidies voor erkende regionale dienstencentra|OVO000059|actief
DVR000001783|True|Subsidies voor personenalarmtoestellen in erkende lokale dienstencentra|OVO000059|actief
DVR000001784|True|Subsidies voor personenalarmtoestellen in erkende regionale dienstencentra|OVO000059|actief
DVR000001785|True|Subsidies voor erkende diensten voor oppashulp|OVO000059|actief
DVR000001786|True|Subsidies voor erkende diensten maatschappelijk werk van het ziekenfonds|OVO000059|actief
DVR000001787|True|Subsidies voor erkende diensten voor gastopvang|OVO000059|actief
DVR000001788|True|Projectsubsidies voor de thuiszorg|OVO000059|actief
DVR000001789|True|Subsidies voor animatiewerking in woonzorgcentra|OVO000059|actief
DVR000001790|True|Subsidies voor erkende diensten voor gezinszorg en aanvullende thuiszorg|OVO000059|actief
DVR000001791|True|Subsidies voor erkende diensten voor logistieke hulp|OVO000059|actief
DVR000001792|True|Subsidies voor Overlegplatforms Geestelijke Gezondheidszorg|OVO000059|actief
DVR000001793|True|Erkenning psychiatrische verzorgingstehuizen|OVO000059|actief
DVR000001794|True|Erkenning en subsidiëring diensten voor thuisverpleging|OVO000059|actief
DVR000001795|True|Epidemiologisch onderzoek en indicatorenverzameling|OVO000059|actief
DVR000001796|True|Subsidie stimulering gegevensdeling in de zorg|OVO000059|actief
DVR000001797|True|Subsidie voor het wetenschappelijk instituut volksgezondheid|OVO000059|actief
DVR000001798|True|Subsidie voor demonstratieprojecten Vlaanderen medisch centrum|OVO000059|actief
DVR000001799|True|Academische prijzen van de Koninklijke Academie voor Geneeskunde|OVO000059|actief
DVR000001800|True|Subsidiëring CEBAM vzw voor het verstrekken van evidence-based gezondheidsvoorlichting|OVO000059|actief
DVR000001803|True|Dienstencheques|OVO000076|actief
DVR000001804|True|Opleidingsfonds dienstencheques|OVO000076|actief
DVR000001805|False|Doelgroepkorting|OVO000076|actief
DVR000001806|False|Sectorkorting|OVO000076|actief
DVR000001807|False|Mentorkorting|OVO000076|actief
DVR000001808|True|VOP|OVO000076|actief
DVR000001809|True|Aanwervingsincentive|OVO000076|actief
DVR000001810|True|Transitiepremie|OVO000076|actief
DVR000001811|True|GESCO|OVO000076|actief
DVR000001812|True|DAC|OVO000076|actief
DVR000001813|True|Jongerenbonus|OVO000076|actief
DVR000001814|True|Startbaanovereenkomsten|OVO000076|actief
DVR000001815|False|Werkervaring|OVO000076|actief
DVR000001816|False|Regionale toetsing|OVO000076|actief
DVR000001817|True|ESF- subsidies|OVO000076|actief
DVR000001818|True|Aanmoedigingspremies|OVO000076|actief
DVR000001819|True|Vlaams zorgkrediet|OVO000076|actief
DVR000001820|True|Ervaringsfonds|OVO000076|stopgezet
DVR000001821|False|Arbeidskaarten|OVO000076|actief
DVR000001822|False|Beroepskaarten|OVO000076|actief
DVR000001823|False|Uitzendkantoren|OVO000076|actief
DVR000001824|False|Administratieve geldboeten|OVO000076|actief
DVR000001825|False|Toezicht|OVO000076|actief
DVR000001826|False|Uitvoering kwaliteitsdecreet|OVO000076|actief
DVR000001827|False|Bestrijding discriminatie|OVO000076|actief
DVR000001828|True|Betaald educatief verlof|OVO000076|actief
DVR000001829|True|Start- en stagebonus|OVO000076|actief
DVR000001830|False|Ervaringsbewijs|OVO000076|actief
DVR000001831|True|Sociale promotie|OVO000076|actief
DVR000001832|False|Opleidingscheques|OVO000076|actief
DVR000001833|True|Sectorconvenants|OVO000076|actief
DVR000001834|True|Beschutte werkplaatsen|OVO000076|stopgezet
DVR000001835|True|Investeringssubsidies BW|OVO000076|actief
DVR000001836|True|Sociale werkplaatsen|OVO000076|stopgezet
DVR000001837|False|Collectief maatwerk|OVO000076|actief
DVR000001838|False|Individueel maatwerk|OVO000076|actief
DVR000001839|True|Lokale diensteneconomie|OVO000076|actief
DVR000001840|True|Arbeidszorg|OVO000076|actief
DVR000001841|False|SINE|OVO000076|actief
DVR000001842|True|Invoegbedrijven|OVO000076|stopgezet
DVR000001843|True|VIA|OVO000076|actief
DVR000001844|True|ERSV|OVO000076|actief
DVR000001845|True|Activiteitencooperaties|OVO000076|actief
DVR000001846|True|Adviespremies|OVO000076|actief
DVR000001847|True|Regierol|OVO000076|actief
DVR000001848|True|BNCTO / Tracé|OVO000076|actief
DVR000001849|True|Ondernemerschap & MVO (S)|OVO000076|actief
DVR000001850|True|Ondernemerschap & MVO (OH)|OVO000076|actief
DVR000001851|True|Loopbaan en diversiteit|OVO000076|actief
DVR000001852|True|Focus op talent (S)|OVO000076|actief
DVR000001853|True|Focus op talent (OH)|OVO000076|actief
DVR000001854|False|Activa-uitkeringen (uitdovend)|OVO000076|actief
DVR000001855|False|Werkhervattingstoeslag (uitdovend)|OVO000076|stopgezet
DVR000001856|False|Doelgroepkorting Gesco's SW|OVO000076|actief
DVR000001857|False|Loopbaanonderbreking (uitdovend)|OVO000076|actief
DVR000001858|True|Ondersteuning tewerkstellingsbeleid (onderzoek)|OVO000076|actief
DVR000001859|False|Leningen hernieuwbare energie|OVO000076|actief
DVR000001860|True|Tegemoetkoming stoffelijke schade aan voertuigen|OVO000058|actief
DVR000001861|True|Gewestwaarborg - Uitwinningen sociale leningen|OVO000106|actief
DVR000001864|True|Bovenlokale projectondersteuning|OVO000070|actief
DVR000001867|True|Subsidies voor projecten in het kader van het asbestafbouwbeleid|OVO000151|actief
DVR000001868|True|Beheersovereenkomsten plattelandsontwikkeling (omgevingskwaliteit)|OVO000151|actief
DVR000001869|True|Aanpak overbemesting|OVO000151|actief
DVR000001870|True|Plattelandsontwikkeling (omgevingskwaliteit)|OVO000151|actief
DVR000001871|True|(Her)aanleg riolering, KWZI's en IBA's|OVO000151|actief
DVR000001876|True|Aanvullende subsidie onbeheerde climaxvegetaties|OVO000089|actief
DVR000001877|True|Aankoopsubsidie moo erkenning|OVO000089|actief
DVR000001881|True|Projectoproep Sport na School|OVO000070|actief
DVR000001884|True|Overdracht wegen|OVO000190|actief
DVR000001885|True|Subsidies in kader van het decreet mobiliteitsbeleid – Projectsubsidies|OVO000190|actief
DVR000001886|True|Verhogen moduledossier|OVO000190|actief
DVR000001887|True|Subsidies in kader van het decreet mobiliteitsbeleid – Samenwerkingsovereenkomst|OVO000190|actief
DVR000001888|True|Subsidies ruilverkavelingsprojecten|OVO000151|actief
DVR000001889|True|Leertijd|OVO000079|actief
DVR000001890|True|Ondernemerschapstrajecten|OVO000079|actief
DVR000001893|True|Lokale diensteneconomie (LDE)|OVO000034|actief
DVR000001894|True|(Her)aanleg riolering KWZI's en IBA's|OVO003323|actief
DVR000001896|True|Zorggarantiebudget|OVO000065|actief
DVR000001897|True|Subsidie milieuvriendelijke energie|OVO000090|actief
DVR000001898|True|Subsidie milieuvriendelijke energie groene warmte|OVO000090|actief
DVR000001899|True|Subsidie milieuvriendelijke energie windturbines|OVO000090|actief
DVR000001900|True|Subsidie milieuvriendelijke energie batterijtechnologie|OVO000090|actief
DVR000001901|True|Subsidie milieuvriendelijke energie micro-wkk|OVO000090|actief
DVR000001902|True|Subsidie milieuvriendelijke energie afbouw certificatenoverschot|OVO000090|actief
DVR000001903|True|Subsidie zero-emissie voertuigen|OVO000090|actief
DVR000001904|True|Subsidie energie-efficiëntie|OVO000090|actief
DVR000001905|True|Subsidie i.k.v. energieleningen (onder andere energiehuizen)|OVO000090|actief
DVR000001906|True|Subsidie sociale energie-efficiëntieprojecten|OVO000090|actief
DVR000001907|True|Subsidie energiescans|OVO000090|actief
DVR000001908|True|Subsidie energieconsulentenprojecten|OVO000090|actief
DVR000001909|True|Subsidie andere impulsprojecten (energiefonds)|OVO000090|actief
DVR000001910|True|Subsidie andere energiebeleid algemeen|OVO000090|actief
DVR000001913|True|Gesubs Infra - Haalbaarheidsstudies|OVO001835|actief
DVR000001914|True|Stedenbeleid - Grootstedenbeleid|OVO001835|actief
DVR000001915|True|Stedenbeleid - Plattelandsfonds|OVO001835|actief
DVR000001916|True|Brussel - Dotatie aan VGC|OVO001835|actief
DVR000001917|True|Brussel - Werkingsubsidie niet nominatim Brussel|OVO001835|actief
DVR000001918|True|Vlaamse Rand - Ad nominatim subsidie Vlaamse Rand|OVO001835|actief
DVR000001919|True|Vlaamse Rand - Werkingsubsidie niet nominatim Vlaamse Rand|OVO001835|actief
DVR000001921|True|Overdracht financiële fondsen bodemsanering - Vlabotex|OVO000091|actief
DVR000001922|True|AMIF-subsidies (Europees Fonds voor Asiel, Migratie en Integratie)|OVO000076|actief
DVR000001923|True|Generieke waarborgregelingen PMV|OVO000039|actief
DVR000001924|True|Projectsubsidie Innovatieve Overheidsopdrachten|OVO000140|actief
DVR000001925|True|Collectief O&O en Collectieve Kennisverspreiding (COOCK)|OVO000039|actief
DVR000001927|False|Uitbetaling rampenfonds|OVO000143|actief
DVR000001928|True|Subsidies Smart@Fire|OVO000039|actief
DVR000001934|True|Brussel - projectsubsidie Vlaams Brusselfonds (VBF)|OVO000132|actief
DVR000001935|True|Brussel - werkingsubsidie|OVO001835|actief
DVR000001936|True|Brussel - werkingsubsidie Vlaams Brusselfonds (VBF)|OVO000132|actief
DVR000001937|True|Brussel - investeringssubsidie Vlaams Brusselfonds (VBF)|OVO000132|actief
DVR000001938|True|Subsidie FOLLO leerkrachten|OVO000070|actief
DVR000001939|True|Sportkompas|OVO000070|actief
DVR000001940|True|Erasmus for Young Entrepreneurs|OVO000039|actief
DVR000001941|True|Subsidie gezond en ethisch sporten|OVO000070|actief
DVR000001942|True|Werkingssubsidie Participatiedecreet Participatie-instellingen (Demos en publiq) Sport Vlaanderen|OVO000070|actief
DVR000001943|True|Werkingssubsidie Participatiedecreet Participatie-instellingen (Rode Antraciet) Sport Vlaanderen|OVO000070|actief
DVR000001944|True|Subsidies aan het Steunpunt welzijn, volksgezondheid en gezin|OVO000120|actief
DVR000001945|True|Subsidies aan het Kwaliteitscentrum voor Diagnostiek|OVO000120|actief
DVR000001946|True|Beschut wonen|OVO000059|actief
DVR000001947|True|Stedenbeleid - conceptsubsidie stadsvernieuwingsprojecten|OVO001835|actief
DVR000001948|True|Stedenbeleid - projectsubsidie stadsvernieuwingsprojecten|OVO001835|actief
DVR000001949|True|Stedenbeleid - thematische oproep stadsvernieuwingsprojecten|OVO001835|actief
DVR000001953|True|Subsidie voor de ondersteuning van het maritiem-onderwijs|OVO000050|actief
DVR000001954|True|Projectsubsidie voor energiebesparende investeringen in gebouwen van de Vlaamse hogescholen en universiteiten|OVO001951|actief
DVR000001955|True|"Projectsubsidie voor SIHO in het kader van het dossier ""digitale handboeken''"|OVO001951|actief
DVR000001956|True|Subsidie aan de universitaire talencentra in het kader van het Vlaamse Inburgeringsbeleid|OVO001951|actief
DVR000001957|True|"Subsidie in kader van het actieplan ""Opleiding en tewerkstelling in armoede en sociale uitsluiting"""|OVO001951|actief
DVR000001958|True|Subsidie voor de professionalisering van de actoren in de volwasseneneducatie verhogen op het vlak van e-leren en gecombineerd leren|OVO001951|actief
DVR000001959|True|Beheersovereenkomst Vlaamse Hogescholenraad (VLHORA)|OVO000049|actief
DVR000001960|True|Beheersovereenkomst Vlaamse Interuniversitaire Raad (VLIR)|OVO000049|actief
DVR000001961|True|Projectsubsidie aan de Vlaamse Universiteiten en Hogescholenraad (VLUHR)|OVO000049|actief
DVR000001962|True|Projectsubsidie aan de vzw SOS Schulden op School voor het schooljaar 2018-2019|OVO000049|actief
DVR000001963|True|Projectsubsidie ikv instaptoets in de geïntegreerde lerarenopleidingen|OVO000049|actief
DVR000001964|True|Projectsubsidie in het kader van de oproep inzake kansengroepen en polarisering|OVO000049|actief
DVR000001965|True|Projectsubsidie KULeuven lerarenopleiders|OVO000049|actief
DVR000001966|True|Projectsubsidie om schooluitval aan te pakken|OVO000049|actief
DVR000001967|True|Projectsubsidie verbeteren arbeidsomstandigheden contractueel onderhoudspersoneel|OVO000049|actief
DVR000001968|True|Subsidie aan het bijzonder internaat De Rijzende Ster|OVO000049|actief
DVR000001969|True|Subsidie in het kader van de pilootprojecten leerlingenvervoer|OVO000049|actief
DVR000001970|True|Subsidie in het kader van SALK|OVO000049|actief
DVR000001971|True|Subsidie om de traumaproblematiek bij asielkinderen aan te pakken|OVO000049|actief
DVR000001972|True|Subsidie om radicalisering in scholen tegen te gaan|OVO000049|actief
DVR000001973|True|Subsidie om talentvolle sporters binnen het buitengewoon onderwijs voor te bereiden op topsport|OVO000049|actief
DVR000001974|True|Subsidie steunpunt beleidsgericht onderwijsonderzoek|OVO000049|actief
DVR000001975|True|Subsidie ter ondersteuning van de beste mini-onderneming van Vlaanderen|OVO000049|actief
DVR000001976|True|Subsidie ter ondersteuning van de organisatie van een wetenschappelijke conferentie over onderwijs in Vlaanderen|OVO000049|actief
DVR000001977|True|Subsidie ter ondersteuning van de werking van het Beroepenhuis|OVO000049|actief
DVR000001978|True|Subsidie ter ondersteuning van thuisonderwijs voor oncologische patiënten kleuteronderwijs|OVO000049|actief
DVR000001979|True|Subsidie Universitair steunpunt toetsontwikkeling en peilingen|OVO000049|actief
DVR000001980|True|Subsidie voor de educatieve werking van het Vlaams Instituut voor Archivering|OVO000049|actief
DVR000001981|True|Subsidie voor de kosten verbonden aan de uitvoering van het initiatief burgerschapsvorming|OVO000049|actief
DVR000001982|True|Subsidie voor de ondersteuning van het Bijzonder Comité voor Herinneringseducatie|OVO000049|actief
DVR000001983|True|Subsidie voor de ondersteuning van het onderwijscongres 1000-Old School in de toekomst|OVO000049|actief
DVR000001984|True|Subsidie voor de personeels- en werkingskosten die verbonden zijn aan het pilootproject partnerschap ter ondersteuning van scholen voor gewoon basisonderwijs in de begeleiding van leerlingen met emotionele en gedragsproblemen|OVO000049|actief
DVR000001985|True|Subsidie voor de personeels-en werkingskosten die worden gemaakt bij de verdere uitbouw van de optie 'Islamitische theologie en godsdienstwetenschappen' binnen de Master of Arts in de wereldreligies|OVO000049|actief
DVR000001986|True|Subsidie voor de verderzetting van het project LARS|OVO000049|actief
DVR000001987|True|Subsidie voor de werking van Adibib Vlaanderen en voor het project 'vrij ter beschikking stellen van voorleessoftware via weblicenties'|OVO000049|actief
DVR000001988|True|Subsidie voor het aanpakken van de problematiek rond onbetaalde schoolfacturen|OVO000049|actief
DVR000001989|True|Subsidie voor het Agentschap Inburgering en Integratie|OVO000049|actief
DVR000001990|True|Subsidie voor het dekken van de hoge kosten in de opleiding BSO Vrachtwagenchauffeur|OVO000049|actief
DVR000001991|True|Subsidie voor het festival Jeugd & Sport|OVO000049|actief
DVR000001992|True|Subsidie voor het netoverschrijdend professionaliseringtraject|OVO000049|actief
DVR000001993|True|Subsidie voor het ondersteunen van 5 scholenbanden projecten tussen Vlaamse scholen en scholen in het Zuiden|OVO000049|actief
DVR000001994|True|Subsidie voor het onderzoek naar de samenwerking tussen onderwijs en welzijn op de wijk Kiel te Antwerpen|OVO000049|actief
DVR000001995|True|Subsidie voor het project Vernieuwing Databeheer Onderwijskiezer|OVO000049|actief
DVR000001996|True|Subsidie voor het verspreiden van het rookverbod in de onderwijsinstellingen|OVO000049|actief
DVR000001997|True|Subsidie voor het verwerken van een ouderbevraging rond hefbomen voor een geslaagd inclusietraject tot een publicatie + organisatie publieksmoment lancering publicatie|OVO000049|actief
DVR000001998|True|Subsidie voor impulsen voor een holebibeleid in het onderwijs|OVO000049|actief
DVR000001999|True|Werkingssubsidie aan Vlaamse Jonge Ondernemingen 2018-2019|OVO000049|actief
DVR000002000|True|Werkingssubsidie voor het organiseren van restauratieopleidingen|OVO000049|actief
DVR000002001|True|Projectsubsidie aan de vzw Connectief|OVO000049|actief
DVR000002002|True|Projectsubsidie vorming busbegeleiders aan hogescholen|OVO000049|actief
DVR000002003|True|Projectsubsidie vorming van schoolbesturen|OVO000049|actief
DVR000002004|True|Projectsubsidie in kader van een Vlaanderenbreed stageregistratiesysteem|OVO000049|actief
DVR000002005|True|Projectsubsidie in kader van de instaptoets in de geïntegreerde lerarenopleidingen|OVO000049|actief
DVR000002006|True|Projectsubsidie SODA-app|OVO000049|actief
DVR000002007|True|Subsidie voor de werking van de online chat voor CLB's|OVO000049|actief
DVR000002008|True|Subsidie voor aanklampende zorg voor mensen met psychische problemen die sociaal huren|OVO000059|actief
DVR000002009|True|Steunpunt voor geestelijke gezondheid|OVO000059|actief
DVR000002010|True|Subsidie voor familieplatform geestelijke gezondheid|OVO000059|actief
DVR000002013|True|Ziekenhuistwaalfde|OVO000059|actief
DVR000002014|True|Voorschotten mutualiteiten|OVO000059|actief
DVR000002015|True|Subsidie voor adviserende geneesheren|OVO000059|actief
DVR000002017|False|Kaphout afvoeren||actief
DVR000002018|False|Financiële tegemoetkoming in de begrafeniskosten voor oud-strijders||actief
DVR000002019|False|Eensluidend verklaarde kopie||actief
DVR000002020|False|Ophalen van glas via de glascontainer||actief
DVR000002021|False|Huisvuilstickers||actief
DVR000002022|False|Hulp nodig bij vervullen administratieve taken||actief
DVR000002023|False|Gemeentelijke premie voor inbraakpreventie||actief
DVR000002024|False|Inleveren bouwafval en bouwresten||actief
DVR000002025|False|Onthaal nieuwe inwoners||actief
DVR000002026|False|Ophalen kerstboom||actief
DVR000002027|False|Huis-aan-huisinzameling van glas||actief
DVR000002028|False|Huis-aan-huisinzameling van grofvuil||actief
DVR000002029|False|Huis-aan-huisinzameling van klein gevaarlijk afval||actief
DVR000002030|False|Huis-aan-huisinzameling van papier en karton||actief
DVR000002031|False|Huis-aan-huisinzameling van plastic-, metaal- en drankverpakkingen (PMD)||actief
DVR000002032|False|Huis-aan-huisinzameling van restafval||actief
DVR000002033|False|Huis-aan-huisinzameling van snoeihout||actief
DVR000002034|False|Peterschap van een grafmonument||actief
DVR000002035|False|Sorteerpasje||actief
DVR000002036|False|Afhalen weggehaalde fiets/bromfiets||actief
DVR000002037|False|Afhalen gevonden voorwerpen||actief
DVR000002038|False|Toelating voor het aanleggen van een geveltuin||actief
DVR000002039|False|Toelating om bij een evenement af te wijken van het geluidsniveau||actief
DVR000002040|False|Verkoop gevonden fietsen en bromfietsen||actief
DVR000002041|False|Premie voor het aanleggen van een geveltuin||actief
DVR000002042|False|Premie voor het aanleggen van een groendak||actief
DVR000002043|False|Premie voor een huwelijksjubileum||actief
DVR000002044|False|Bruikleen of hergebruik van een grafmonument||actief
DVR000002045|False|Speelpleinwerking||actief
DVR000002046|False|Cultuurcheque||actief
DVR000002047|False|Taxicheques||actief
DVR000002048|False|Dringende steun in noodsituaties||actief
