Id|ExportNaarOrafin|Naam|VerantwoordelijkeAutoriteitCode|ipdc-ID-link
DVR000002267|False|Verklaring van selectieve sloop of ontmanteling|OVO000091|427
DVR000002268|False|Toelating tot invoer van dierlijke bijproducten (DBP) vanuit een andere Europese lidstaat|OVO000091|430
DVR000002269|False|Melden van de overdracht van een risicogrond|OVO000091|431
DVR000002270|False|Een sociale woning huren bij een sociale huisvestingsmaatschappij|OVO000103|432
DVR000002271|False|Een sociale woning huren bij een sociaal verhuurkantoor|OVO000103|434
DVR000002272|False|Verplichte haalbaarheidsstudie naar alternatieve energiesystemen voor grote gebouwen|OVO000090|435
DVR000002273|False|Beheerovereenkomst tussen de Vlaamse Landmaatschappij en landbouwers|OVO000094|436
DVR000002274|False|Erkenning van de psychiatrische verzorgingstehuizen|OVO000059|440
DVR000002275|False|Adviezen inzake de relatie tussen de kwaliteit van het milieu en gezondheid|OVO000059|443
DVR000002276|False|Vaccins gratis ter beschikking van de vaccinatoren|OVO000059|445
DVR000002277|False|Vaccinatiekaart|OVO000059|446
DVR000002278|False|Normen voor ziekenhuizen|OVO000059|448
DVR000002279|False|Subsidies voor investeringen in welzijns- en gezondheidsvoorzieningen|OVO000056|452
DVR000002280|False|Overlegplatforms Geestelijke Gezondheidszorg|OVO000059|455
DVR000002281|False|Subsidiëring van projecten en bijzondere initiatieven inzake Jongerenwelzijn|OVO000058|458
DVR000002282|False|Heffing op de waterverontreiniging|OVO000092|462
DVR000002283|False|Voordelige lening voor ondernemingen (Win-winlening)|OVO000044|466
DVR000002284|False|Subsidie voor de verwarringstechniek in de fruitteelt|OVO000082|472
DVR000002285|False|Subsidie voor mechanische onkruidbestrijding|OVO000082|473
DVR000002286|False|Premie voor het behoud van de gespecialiseerde zoogkoeienhouderij|OVO000082|474
DVR000002287|False|Subsidie voor de bescherming van de genetische diversiteit van rundveerassen|OVO000082|475
DVR000002288|False|Subsidie voor de bescherming van de genetische diversiteit van schapenrassen|OVO000082|476
DVR000002289|False|Subsidie voor de bedrijfseigen teelt van plantaardige eiwitbronnen (vlinderbloemigen)|OVO000082|479
DVR000002290|False|Subsidie voor milieuvriendelijke sierteelt|OVO000082|481
DVR000002291|False|Subsidie voor de bescherming van de genetische diversiteit van oude rassen hoogstammige fruitbomen|OVO000082|482
DVR000002292|False|Erkenning en subsidiëring van de instellingen voor schuldbemiddeling|OVO000056|485
DVR000002293|False|Buzzy Pazz, van 6 tot 24 jaar|OVO000100|486
DVR000002294|False|Legalisatie van Vlaamse getuigschriften en diploma's|OVO000049|487
DVR000002295|False|Huur van een betaalbare woning in de Vlaamse rand rond Brussel via Vlabinvest|OVO003297|489
DVR000002296|False|Subsidie voor ontwikkelingseducatie|OVO000032|491
DVR000002297|False|Grondstofverklaring voor gebruik van een bepaald materiaal als grondstof|OVO000091|492
DVR000002298|False|Integraal Milieujaarverslag (IMJV)|OVO000091|493
DVR000002299|False|Registratie als vervoerder van afvalstoffen|OVO000091|494
DVR000002300|False|Registratie als inzamelaar, handelaar of makelaar van afvalstoffen|OVO000091|495
DVR000002301|False|Vermindering van de onroerende voorheffing voor grootoorlogsverminkten|OVO000031|496
DVR000002302|False|Vergunning voor invoer, uitvoer en doorvoer van strategische goederen|OVO000032|497
DVR000002303|False|Premie van de netbeheerder voor isolatie van een buitenmuur langs de buitenzijde|OVO000090|498
DVR000002304|False|Premie van de netbeheerder voor de isolatie van een spouwmuur|OVO000090|499
DVR000002305|False|Premie van de netbeheerder voor vloerisolatie of kelderisolatie|OVO000090|500
DVR000002306|False|Premie van de netbeheerder voor een warmtepomp|OVO000090|501
DVR000002307|False|Kortingbon voor beschermde afnemers bij aankoop van een energiezuinige wasmachine of koelkast|OVO000090|502
DVR000002308|False|Vrijstelling van de bijdrage voor de zuivering van het afvalwater||504
DVR000002309|False|Speciale onderwijsleermiddelen voor leerlingen, studenten of cursisten met een handicap|OVO000049|505
DVR000002310|False|FSC-boscertificaat|OVO000089|506
DVR000002311|False|Subsidies voor sportevenementen|OVO000070|507
DVR000002312|False|Overnamesteun voor de jonge landbouwer|OVO000082|508
DVR000002313|False|Investeringssteun voor land- en tuinbouwers|OVO000082|509
DVR000002314|False|Investeringssteun aan de agrovoedingssector|OVO000082|512
DVR000002315|False|Investeringssteun aan de omkaderingssector voor land- en tuinbouw|OVO000082|513
DVR000002316|False|Omgevingsvergunning voor de exploitatie van ingedeelde inrichtingen of activiteiten|OVO003323|517
DVR000002317|False|Bodemattest|OVO000091|518
DVR000002318|False|Erkenning van controleartsen in het kader van dopingbestrijding|OVO000070|520
DVR000002319|False|Subsidie voor bijzondere journalistiek||522
DVR000002320|False|Subsidies voor de audiovisuele sector|OVO000175|523
DVR000002321|False|Subsidies voor de letterensector|OVO000174|524
DVR000002322|False|Uitwisseling van plannen van ondergrondse kabels en leidingen (Kabel en Leiding Informatieportaal KLIP)|OVO002949|527
DVR000002323|False|Premie 50+|OVO000078|528
DVR000002324|False|Planologisch attest|OVO003323|530
DVR000002325|False|Milieueffectrapport (MER)|OVO003323|532
DVR000002326|False|Conformiteitsattest voor (huur)woningen|OVO000106|536
DVR000002327|False|Heffing op de leegstand en verwaarlozing van bedrijfsgebouwen|OVO000031|537
DVR000002328|False|Erkenning als laboratorium voor de analyse van water, lucht of bodem (deeldomein bodembescherming)|OVO003323|538
DVR000002329|False|Erkenning als opleidingscentrum brandertechnici of stookolietechnici|OVO003323|539
DVR000002330|False|Erkenning als milieucoördinator|OVO003323|540
DVR000002331|False|Erkenning als opleidingscentrum voor de vorming van milieucoördinatoren|OVO003323|541
DVR000002332|False|Erkenning als veiligheidsrapporteringsdeskundige (VR-deskundige)|OVO003323|542
DVR000002333|False|Erkenning als milieudeskundige|OVO003323|543
DVR000002334|False|Certificering van examencentra koeltechniek|OVO003323|544
DVR000002335|False|Erkenning van technici en bedrijven voor brandbeveiligingsapparatuur|OVO003323|546
DVR000002336|False|Erkenning als opleidingscentrum voor klimaatregelingssytemen in bepaalde motorvoertuigen|OVO003323|547
DVR000002337|False|Planbatenheffing, belasting op de meerwaarde van een grond na een bestemmingswijziging|OVO000031|548
DVR000002338|False|Erkenning als technicus vloeibare brandstof, gasvormige brandstof en verwarmingsaudit|OVO003323|549
DVR000002339|False|Erkenning als technicus stookolietanks|OVO003323|550
DVR000002340|False|Certificering van koeltechnici en koeltechnische bedrijven|OVO003323|551
DVR000002341|False|Meting van straling rond zendantennes|OVO003323|553
DVR000002342|False|Melding van de intentie tot hennepteelt|OVO000082|557
DVR000002343|False|Kapitaalschadecompensatie voor eigenaars van landbouwgronden|OVO000094|558
DVR000002344|False|Gebruikerscompensatie voor landbouwgronden|OVO000094|559
DVR000002345|False|Identificatie als landbouwer|OVO000082|561
DVR000002346|False|Stageovereenkomst|OVO000079|564
DVR000002347|False|Erkenning als ruimtelijke planner|OVO003323|565
DVR000002348|False|Belasting op de inverkeerstelling (BIV)|OVO000031|566
DVR000002349|False|Premie van de netbeheerder voor dakisolatie of zoldervloerisolatie in een woning of appartement|OVO000090|567
DVR000002350|False|Premie van de netbeheerder voor hoogrendementsglas in een woning of appartement|OVO000090|568
DVR000002351|False|Premie van de netbeheerder voor een condensatieketel (voor beschermde afnemers)|OVO000090|569
DVR000002352|False|Verkavelingsvergunning|OVO003323|570
DVR000002353|False|Erkenning tot energiedeskundige type A|OVO000090|571
DVR000002354|False|Erkenning tot energiedeskundige type C|OVO000090|572
DVR000002355|False|Erkenning tot energiedeskundige type B|OVO000090|573
DVR000002356|False|Erkenning van een milieuvriendelijk toeristisch bedrijf (ecolabel De Groene Sleutel)|OVO000034|574
DVR000002357|False|Erkenning van een kampeerautovriendelijk logies|OVO000034|576
DVR000002358|False|Vergunning van een reisbureau of toeristisch verhuurkantoor|OVO000034|578
DVR000002359|False|Stedenbouwkundig attest|OVO003323|579
DVR000002360|False|Kooprecht voor huurders van een sociale huurwoning|OVO000103|580
DVR000002361|False|Attest ter vervanging van een verloren diploma of getuigschrift|OVO000049|581
DVR000002362|False|Arbeidsvergunning|OVO004018|583
DVR000002363|False|Toegankelijkheidslabel voor toegankelijk logies|OVO000034|585
DVR000002364|False|Erkenning en vergunning van diensten en voorzieningen die ondersteuning bieden aan personen met een handicap|OVO000060|586
DVR000002365|False|Erkenning van gidsen en reisleiders|OVO000034|599
DVR000002366|False|Erkenning van een particuliere televisie-omroep|OVO000071|600
DVR000002367|False|Budgetmeter|OVO000093|601
DVR000002368|False|Aanvullende verkeersbelasting voor LPG-installaties|OVO000031|602
DVR000002369|False|Hulplijn geweld, misbruik en kindermishandeling|OVO000056|603
DVR000002370|False|Heffing op ongeschikte en onbewoonbare woningen|OVO000031|604
DVR000002371|False|Erkenning en subsidiëring van de Logo's (Lokaal Gezondheids Overleg)|OVO000059|607
DVR000002372|False|Erkenning en subsidiëring van amateurkunsten|OVO000067|611
DVR000002373|False|Subsidie voor sensibiliserende initiatieven van de Vlaamse Gebarentaal|OVO000067|612
DVR000002374|False|Subsidies voor leesbevordering|OVO000174|613
DVR000002375|False|Subsidie voor verenigingen met een specifieke opdracht voor de cultuur-, jeugdwerk- en sportsector|OVO000067|617
DVR000002376|False|Subsidie voor verenigingen voor culturele en sportieve participatie van gedetineerden|OVO000067|618
DVR000002377|False|Erkenning en subsidiëring van organisaties voor sociaal-cultureel volwassenenwerk|OVO000067|619
DVR000002378|False|Omgevingsvergunning voor stedenbouwkundige handelingen|OVO003323|620
DVR000002379|False|Erkenning van een fietsvriendelijk logies|OVO000034|621
DVR000002380|False|Betalingsrechten voor de landbouw|OVO000082|622
DVR000002381|False|Erkenning als MER-deskundige|OVO003323|625
DVR000002382|False|Kennisgeving voor uitzending door een televisie-omroep|OVO000071|627
DVR000002383|False|Attesten voor jeugdwerkers|OVO000067|628
DVR000002384|False|Vermindering van de onroerende voorheffing voor kinderbijslaggerechtigde kinderen|OVO000031|630
DVR000002385|False|Vermindering van de onroerende voorheffing voor bescheiden woning|OVO000031|631
DVR000002386|False|Subsidie voor stages bij internationale organisaties|OVO000032|633
DVR000002387|False|Subsidie voor experimenteel jeugdwerk|OVO000067|637
DVR000002388|False|Kampeertenten lenen|OVO000067|638
DVR000002389|False|Subsidies voor internationaal ondernemen|OVO000035|639
DVR000002390|False|Exportmeter|OVO000035|640
DVR000002391|False|Leerlingenkaart|OVO008590|642
DVR000002392|False|Subsidies voor de bouw en renovatie van scholen|OVO000053|643
DVR000002393|False|Een vrijstelling aanvragen in het hoger onderwijs of toegang krijgen tot het hoger onderwijs via eerdere studies of werkervaring|OVO000049|644
DVR000002394|False|Sloopinventaris afvalstoffen|OVO000091|645
DVR000002395|False|Aansluiten bij de Vlaamse Sociale Bescherming|OVO000120|649
DVR000002396|False|Minimale levering van elektriciteit en aardgas voor wie een budgetmeter heeft|OVO000090|650
DVR000002397|False|Verplicht onderhoud van uw cv-installatie (centrale verwarming)|OVO003323|651
DVR000002398|False|EPC Bouw|OVO000090|652
DVR000002399|False|Medaille voor sociaal-culturele inzet|OVO000067|653
DVR000002400|False|Controle en onderhoud van de stookolietank van een woning|OVO003323|654
DVR000002401|False|Proportionele vermindering van de onroerende voorheffing|OVO000031|658
DVR000002402|False|Verkooprechten (Registratiebelastingen)|OVO000031|659
DVR000002403|False|Schenkbelasting (Registratiebelasting)|OVO000031|660
DVR000002404|False|Erfbelasting|OVO000031|661
DVR000002405|False|Vrijstelling van erfbelasting op de gezinswoning voor de langstlevende partner|OVO000031|662
DVR000002406|False|Recht op hypotheekvestiging (Registratiebelastingen)|OVO000031|663
DVR000002407|False|Verdeelrechten (Registratiebelastingen)|OVO000031|664
DVR000002408|False|Aankoop van een sociale woning of bouwgrond bij een sociale huisvestingsmaatschappij (SHM)|OVO000103|665
DVR000002409|False|Vermindering van de verkooprechten voor een bescheiden woning (Klein beschrijf)|OVO000031|666
DVR000002410|False|Meeneembaarheid van verkooprechten|OVO000031|667
DVR000002411|False|Vermindering van de verkooprechten voor een enige woning (Abattement)|OVO000031|668
DVR000002412|False|Vermindering van de verkooprechten bij een hypothecaire lening voor een enige woning (Bijabattement)|OVO000031|669
DVR000002413|False|Vermindering van de verkooprechten bij renovatie van een verwaarloosd of leegstaand pand (Renovatie-abattement)|OVO000031|670
DVR000002414|False|Huisonderwijs voor leerplichtige kinderen|OVO000050|671
DVR000002415|False|Tegemoetkoming in reis- en verblijfkosten voor internationale samenwerking rond volksontwikkeling en lokaal cultuurbeleid|OVO000067|673
DVR000002416|False|Vakantieaanbod met korting voor mensen die het financieel moeilijk hebben|OVO000034|674
DVR000002417|False|Toelatingsexamens arts en tandarts|OVO001951|677
DVR000002418|False|Tijdelijk Onderwijs Aan Huis (TOAH) voor zieke leerlingen|OVO000050|678
DVR000002419|False|Een getuigschrift basisonderwijs behalen via de Examencommissie basisonderwijs|OVO000049|679
DVR000002420|False|Een diploma of getuigschrift secundair onderwijs behalen via de Examencommissie secundair onderwijs|OVO001951|680
DVR000002421|False|Leerlingenvervoer in het buitengewoon onderwijs|OVO000049|681
DVR000002422|False|Vermindering van de onroerende voorheffing voor personen met een handicap|OVO000031|682
DVR000002423|False|Geïntegreerd onderwijs: GON-begeleiding in het onderwijs|OVO000050|683
DVR000002424|False|Groenestroomcertificaten voor zonnepanelen|OVO000090|684
DVR000002425|False|Studietoelage voor het hoger onderwijs|OVO001951|685
DVR000002426|False|Schooltoelage voor het basisonderwijs en het secundair onderwijs|OVO001951|686
DVR000002427|False|Verhoogde investeringsaftrek voor energiebesparende investeringen door bedrijven|OVO005190|687
DVR000002428|False|Vermindering van de onroerende voorheffing voor huurders|OVO000031|688
DVR000002429|False|Attest voor de erkenning van een Vlaams diploma of getuigschrift in het buitenland|OVO001951|689
DVR000002430|False|Premie van de netbeheerder voor een zonneboiler|OVO000090|690
DVR000002431|False|Vermindering van de onroerende voorheffing voor een energiezuinig nieuw gebouw|OVO000031|691
DVR000002432|False|Leerkrediet voor studenten hoger onderwijs|OVO001951|693
DVR000002433|False|Diploma hoger onderwijs behalen via een diplomacontract|OVO001951|694
DVR000002434|False|Credits hoger onderwijs behalen via een creditcontract|OVO001951|695
DVR000002435|False|Diploma hoger onderwijs behalen via een examencontract|OVO001951|696
DVR000002436|False|Opgraving van een stoffelijk overschot of urne|OVO001835|698
DVR000002437|False|Verplichte keuring van een nieuwe of gewijzigde cv-installatie|OVO003323|701
DVR000002438|False|EPC bij verkoop of verhuur van een woning|OVO000090|702
DVR000002439|False|Erkenning van scholen en andere onderwijsinstellingen|OVO003772|703
DVR000002440|False|Vlaamse Woonlening of de sociale lening bij de VMSW|OVO000103|705
DVR000002441|False|Bevolkingsonderzoek Borstkanker|OVO000059|706
DVR000002442|False|Melden van gebreken aan wegen, fietspaden, wegverlichting, ... in Vlaanderen|OVO000098|710
DVR000002443|False|Doorlichtingsverslag van een school of een centrum voor leerlingenbegeleiding|OVO002410|716
DVR000002444|False|Vergunning tot het rijden in een voetgangerszone||719
DVR000002445|False|Subsidie voor het organiseren van een jeugdfuif||720
DVR000002446|False|Poetshulp||721
DVR000002447|False|Inkomensvervangende tegemoetkoming voor personen met een handicap|OVO008217|726
DVR000002448|False|Veranderen van familienaam|OVO003988|727
DVR000002449|False|Rustpensioen|OVO024764|728
DVR000002450|False|Raming van uw toekomstige pensioenrechten|OVO024764|729
DVR000002451|False|Voorlopig rijbewijs|OVO004067|730
DVR000002452|False|Stemmen bij verkiezingen|OVO008237|731
DVR000002453|False|Visum en verblijfsdocumenten om in België te verblijven|OVO008237|732
DVR000002454|False|Brandveiligheidsattest voor horeca-uitbaters||733
DVR000002455|False|Vergunning voor het verstrekken van gegiste en/of sterke dranken||734
DVR000002456|False|Elektronische vreemdelingenkaart|OVO008237|735
DVR000002457|False|Exploitatievergunning voor de horeca||736
DVR000002458|False|Hygiëneattest||739
DVR000002459|False|Identiteitsbewijs voor een niet-Belgisch kind|OVO008237|740
DVR000002460|False|Moraliteitsattest||741
DVR000002461|False|Overlijdensaangifte van een doodgeboren kind||743
DVR000002462|False|Buitenlandse overlijdensakte erkennen en overschrijven in België|OVO024762|744
DVR000002463|False|Registratie poliovaccinatie|OVO008238|746
DVR000002464|False|Reistoelating voor minderjarigen|OVO024762|747
DVR000002465|False|Registratie van de slachting van een dier||748
DVR000002466|False|Sociaal tarief voor elektriciteit en aardgas (sociale maximumprijzen)|OVO004539|749
DVR000002467|False|Sociaal telefoontarief|OVO019809|750
DVR000002468|False|Omgevingsvergunning voor kleinhandelsactiviteiten|OVO000039|751
DVR000002469|False|Attest van de interventie van de brandweer|OVO008237|754
DVR000002470|False|Toelating voor het organiseren van manifestaties ter bevordering van de plaatselijke handel/braderieën|OVO004539|755
DVR000002471| |Wettiging handtekening||756
DVR000002472|False|Nachtvergunning voor de horeca||757
DVR000002473|False|Instapstage - VDAB|OVO000078|758
DVR000002474|False|Gemeentelijke werkingssubsidie voor erkende jeugdverenigingen||760
DVR000002475|False|Gebruiken van een tentoonstellingsruimte||761
DVR000002476|False|Gemeentelijke premie voor een startende ondernemer||762
DVR000002477|False|Werkingssubsidie voor sportverenigingen||763
DVR000002478|False|Subsidie voor een startende jeugdvereniging||764
DVR000002479|False|Subsidie voor de vorming van trainers of begeleiders||765
DVR000002480|False|Subsidie voor het onvruchtbaar maken van een huiskat||766
DVR000002481|False|Tegemoetkoming in de gemeentelijke opcentiemen||767
DVR000002482|False|Vergunning voor het plaatsen van een tijdelijk terras||768
DVR000002483|False|Klusjesdienst||769
DVR000002484|False|Personenalarmsysteem||770
DVR000002485|False|Toelating voor het uitdelen van flyers op markten, evenementen en openbare plaatsen||772
DVR000002486|False|Toelating voor het uitdelen van productstalen op markten, evenementen of op openbare plaatsen||773
DVR000002487|False|Vergunning voor een circusstandplaats||774
DVR000002488|False|Vergunning voor straatanimatie en straatmuzikanten||775
DVR000002489|False|Vergunning om koopwaar en voorwerpen uit te stallen op openbaar domein||776
DVR000002490|False|Laatste wilsbeschikking|OVO001835|777
DVR000002491|False|Attest van hoofdverblijfplaats (bewijs van woonst)|OVO008237|778
DVR000002492|False|Attest van leven|OVO008237|779
DVR000002493|False|Attest van Belgische nationaliteit|OVO008237|780
DVR000002494|False|Attest van gezinssamenstelling|OVO008237|781
DVR000002495|False|Akte van overlijden|OVO008237|782
DVR000002496|False|Akte van geboorte|OVO008237|783
DVR000002497|False|Akte van huwelijk|OVO008237|784
DVR000002498|False|Akte van echtscheiding|OVO008237|785
DVR000002499|False|Crisisopvang voor zorgbehoevende ouderen||787
DVR000002500|False|Dagopvang voor ouderen||788
DVR000002501|False|Gemeentelijke geboortepremie||789
DVR000002502|False|Medisch-sociale toelage voor volwassenen met een handicap||790
DVR000002503|False|Flats voor personen met een handicap||791
DVR000002504|False|Tussenkomst voor Nederlandse taallessen||792
DVR000002505|False|Oppas en gezelschap voor thuiswonende ouderen||793
DVR000002506|False|Gemeentelijke premie voor palliatieve thuiszorg||794
DVR000002507|False|Vakantietoelage voor personen met een handicap||795
DVR000002508|False|Seniorenwoningen||796
DVR000002509|False|Serviceflat en assistentiewoning||797
DVR000002510|False|Sociaal restaurant||798
DVR000002511|False|Sociale correctie op het gedifferentieerd tarief voor afvalverwerking||799
DVR000002512|False|Sociale premie water en elektriciteit voor personen met een laag inkomen||800
DVR000002513|False|Sociale premie water, gas en elektriciteit voor gezinnen||801
DVR000002514|False|Thuiszorg - Haarverzorging||802
DVR000002515|False|Tussenkomst in het leefgeld||803
DVR000002516|False|Tussenkomst in de kosten voor het vaccin tegen baarmoederhalskanker||804
DVR000002517|False|Woonbegeleiding||805
DVR000002518|False|Inhaalpremie voor langdurige arbeidsongeschiktheid|OVO004200|807
DVR000002519|False|Tegemoetkoming voor hulp van derden bij arbeidsongeschiktheid|OVO004200|808
DVR000002520|False|Ziekte- en invaliditeitsuitkering|OVO004200|809
DVR000002521|False|Arbeidsongevallenverzekering|OVO027181|810
DVR000002522|False|Verlaagd btw-tarief voor personen met een handicap voor de aankoop van een wagen|OVO005190|811
DVR000002523|False|Basisbankdienst|OVO004539|812
DVR000002524|False|Belastingkrediet voor kinderen ten laste|OVO005190|814
DVR000002525|False|Belastingvrije som bij opvang van een ouder familielid|OVO005190|815
DVR000002526|False|Belastingvermindering voor dakisolatie|OVO005190|816
DVR000002527|False|Bemiddeling|OVO003988|817
DVR000002528|False|Beroepsziekten|OVO027181|818
DVR000002529|False|Bijzonder Solidariteitsfonds voor uitzonderlijke gezondheidskosten|OVO004200|819
DVR000002530|False|Blindenstok|OVO008217|820
DVR000002531|False|Tegemoetkoming chronische wonden|OVO004200|821
DVR000002532|False|Dringende medische hulp voor mensen zonder wettig verblijf||823
DVR000002533|False|Equivalent leefloon|OVO027345|827
DVR000002534|False|Belastingvermindering voor de kosten voor kinderopvang|OVO005190|828
DVR000002535|False|Kraamgeld (geboortepremie)|OVO003903|829
DVR000002536|False|Globaal medisch dossier|OVO004200|831
DVR000002537|False|Incontinentieforfait|OVO004200|832
DVR000002538|False|Installatiepremie voor dak- en thuislozen|OVO027345|834
DVR000002539|False|Integratietegemoetkoming voor personen met een handicap|OVO008217|835
DVR000002540|False|Jobkorting federale overheid|OVO005190|836
DVR000002541|False|Juridische tweedelijnsbijstand (Pro-Deoadvocaat)|OVO003988|837
DVR000002542|False|Tegemoetkoming in de reiskosten van kankerpatiënten|OVO004200|838
DVR000002543|False|Kinderbijslag van 18 tot 25 jaar|OVO003903|839
DVR000002544|False|Gewaarborgd kraamgeld|OVO003903|840
DVR000002545|False|Gewaarborgde gezinsbijslag|OVO003903|841
DVR000002546|False|Leeftijdsbijslag bij de kinderbijslag|OVO003903|842
DVR000002547|False|Jaarlijkse bijslag bij het kindergeld (schoolpremie)|OVO003903|843
DVR000002548|False|Toeslag bij de kinderbijslag voor langdurig werklozen en gepensioneerden|OVO003903|844
DVR000002549|False|Wezenbijslag|OVO003903|847
DVR000002550|False|Verlengde kinderbijslag|OVO003903|848
DVR000002551|False|Vrijstelling voor studies in het kader van knelpuntberoepen|OVO025169|849
DVR000002552|False|Inkomstenvrijstelling voor leefloners|OVO027345|851
DVR000002553|False|Lokaal Opvang Initiatief (LOI) voor asielzoekers|OVO027345|852
DVR000002554|False|Verlof voor medische bijstand|OVO025169|853
DVR000002555|False|Maximumfactuur voor medische kosten|OVO004200|854
DVR000002556|False|Melden van discriminatie|OVO003858|855
DVR000002557|False|Mobiliteitstoeslag voor wie het werk hervat in loondienst||856
DVR000002558|False|Negatieve wilsverklaring||857
DVR000002559|False|Hulp bij het betalen van onderhoudsgeld of alimentatie||859
DVR000002560|False|Voorschot op de alimentatievordering|OVO005190|860
DVR000002561|False|Regeling begrafeniskosten bij onvoldoende middelen||861
DVR000002562|False|Palliatief forfait - Toelage voor thuisverzorging|OVO004200|862
DVR000002563|False|Palliatief verlof|OVO025169|863
DVR000002564|False|Toeslag belastingvrije som bij personenbelasting|OVO005190|868
DVR000002565|False|Tegemoetkoming voor pijnstillers voor chronisch zieken|OVO004200|869
DVR000002566|False|Referentieadres||872
DVR000002567|False|Tussenkomst voor socio-culturele en sportieve participatie voor mensen in armoede|OVO027345|877
DVR000002568|False|Gratis tandverzorging tot 18 jaar|OVO004200|879
DVR000002569|False|Kortingskaart NMBS voor grote gezinnen|OVO003863|880
DVR000002570|False|Kortingskaart NMBS 'Verhoogde tegemoetkoming'|OVO003863|881
DVR000002571|False|Verminderingskaart NMBS voor personen met een visuele handicap|OVO008217|882
DVR000002572|False|Seniorenbiljet NMBS vanaf 65 jaar|OVO003863|883
DVR000002573|False|Voorrangskaart NMBS voor een zitplaats op de trein|OVO003863|884
DVR000002574|False|Verhoogde tegemoetkoming voor gezondheidszorgen|OVO004200|885
DVR000002575|False|Verwarmingstoelage via het Sociaal Verwarmingsfonds|OVO027368|886
DVR000002576|False|Vrijstelling van draagplicht van de veiligheidsgordel|OVO004067|887
DVR000002577|False|Onkostenvergoeding voor vrijwilligerswerk|OVO021371|888
DVR000002578|False|Tijdelijke inschrijving bij het ziekenfonds voor wie verblijft in België||893
DVR000002579|False|Zorgforfait voor chronisch zieken|OVO004200|894
DVR000002580|False|Burenbemiddeling||897
DVR000002581|False|Gratis energiescan||898
DVR000002582|False|Gezinsvakantie||899
DVR000002583|False|Advies om de toegankelijkheid van een woning voor ouderen te verbeteren||900
DVR000002584|False|Sociale samenhang - Buurthuis||901
DVR000002585|False|Ontlenen van taalstimulerend materiaal bij de Taal-o-theek||902
DVR000002586|False|Dringend ziekenvervoer|OVO004200|903
DVR000002587|False|Financiële tegemoetkoming voor incontinentiemateriaal||904
DVR000002588|False|Gemeentelijke tussenkomst bij de aankoop van een Buzzy Pazz bij De Lijn|OVO000100|906
DVR000002589|False|Gemeentelijke aanpassingspremie voor personen met een handicap||907
DVR000002590|False|Boodschappendienst met dienstencheques||908
DVR000002591|False|Hulp bij verplaatsing met dienstencheques||909
DVR000002592|False|Europees rijbewijs|OVO004067|925
DVR000002593|False|Aangifte van een adreswijziging bij uw stad of gemeente|OVO008237|926
DVR000002594|False|Een stookolietank buiten gebruik stellen|OVO003323|927
DVR000002595|False|Zorgwonen|OVO003323|934
DVR000002596|False|Huur van een sociale woning bij het Vlaams Woningfonds|OVO001729|936
DVR000002597|False|Sociale lening bij een erkende kredietmaatschappij||937
DVR000002598|False|Premies voor sociale isolatieprojecten voor huurwoningen|OVO000090|938
DVR000002599|False|E-peilpremie voor energiezuinige nieuwbouw|OVO000090|939
DVR000002600|False|Uittreksel uit het strafregister|OVO003988|940
DVR000002601|False|Combinatiepremie voor gelijktijdige investering in raamvervanging en muurisolatie|OVO000090|941
DVR000002602|False|Machtiging tot het uitoefenen van ambulante activiteiten (leurkaart)|OVO000039|942
DVR000002603|False|Subsidie voor de huur van niet-gemeentelijke sportzalen||943
DVR000002604|False|Subsidie voor de (her)aanleg van sportvelden of het (ver)bouwen van sportinfrastructuur||944
DVR000002605|False|Sportkamp||945
DVR000002606|False|Subsidie voor meer en betere sportgekwalificeerde jeugdsportwerkers||946
DVR000002607|False|Een speelstraat organiseren||947
DVR000002608|False|Kampvervoer voor jeugdverenigingen||948
DVR000002609|False|Belgisch paspoort|OVO027501|949
DVR000002610|False|Huurgarantiefonds voor verhuurders|OVO000106|950
DVR000002611|False|Subsidie voor bewoonde zwaluwnesten||951
DVR000002612|False|Subsidie voor een compostvat, compostbak of wormenbak||952
DVR000002613|False|Subsidie voor de aanleg en het beheer van kleine landschapselementen||953
DVR000002614|False|Signalisatievergunning||955
DVR000002615|False|Advies van de Lokale Adviescommissie (LAC) over afsluiting of heraansluiting van elektriciteit, aardgas of water||956
DVR000002616|False|Vlaamse Kredietbemiddelaar|OVO000039|957
DVR000002617|False|Premie voor buitensporige directe kost bij verplicht archeologisch onderzoek|OVO000104|959
DVR000002618|False|Beroepskaart voor vreemdelingen|OVO000076|961
DVR000002619|False|Starteo, een voordelige lening voor startende zelfstandigen en kleine ondernemingen|OVO000044|962
DVR000002620|False|Business Angels+lening (BA+lening)|OVO000044|963
DVR000002621|False|Startlening+|OVO000044|964
DVR000002622|False|Optimeo, een voordelige lening voor zelfstandigen en kleine ondernemingen die hun zaak willen uitbreiden|OVO000044|965
DVR000002623|False|Getuigschrift van vakbekwaam slachten|OVO003323|967
DVR000002624|False|Vergunning voor commercieel vervoer van dieren|OVO003323|968
DVR000002625|False|Keuring vervoermiddel bij commercieel vervoer van dieren|OVO003323|969
DVR000002626|False|Getuigschrift van vakbekwaamheid bij commercieel vervoer van dieren|OVO003323|970
DVR000002627|False|Erkenning als dierentuin|OVO003323|971
DVR000002628|False|Erkenning als hondenkwekerij, kattenkwekerij, dierenasiel, dierenpension of handelszaak voor dieren|OVO003323|972
DVR000002629|False|Erkenning als proefdierlabo of als fokker van proefdieren|OVO003323|973
